"details","Date","Team","Acquired","Relinquished","Notes","week_num","nfl_year","Field","ACL","MCL","ankle","foot","toe","concussion","lower","upper"
"concussion","2019-08-02","Jaguars",""," Michael Colubiale","placed on IR with concussion","Offseason",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-12-20","Falcons",""," James Carpenter","placed on IR with concussion","16",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-12-13","Seahawks",""," Will Tukuafu","placed on IR with concussion","15",2016,"Turf",0,0,0,0,0,1,0,0
"concussion","2015-12-23","Browns",""," Andrew Hawkins","placed on IR with concussion","16",2015,"Grass",0,0,0,0,0,1,0,0
"concussion","2022-01-05","Broncos",""," Teddy Bridgewater","placed on IR with concussion","18",2021,"Grass",0,0,0,0,0,1,0,0
"concussion","2021-08-17","Giants",""," Clayton Thorson","placed on IR with concussion","Offseason",2021,"Turf",0,0,0,0,0,1,0,0
"concussion","2015-09-02","Cowboys",""," Michael Hill","placed on IR with concussion","Offseason",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-08-31","Ravens",""," Randin Crecelius","placed on IR with concussion","Offseason",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-08-30","Panthers",""," LaRon Byrd","placed on IR with concussion","Offseason",2016,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-09-02","Panthers",""," Davonte Wallace","placed on IR with concussion","Offseason",2015,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-12-16","Saints",""," Damian Swann","placed on IR with concussion","15",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2022-01-08","Washington",""," Ricky Seals-Jones","placed on IR with concussion","18",2021,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-12-19","Washington",""," Montae Nicholson","placed on IR with concussion","16",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2020-12-08","Titans",""," Adam Humphries","placed on IR with concussion","13",2020,"Grass",0,0,0,0,0,1,0,0
"concussion","2020-09-05","Vikings",""," Ben Gedeon","placed on reserve/physically unable to perform list with concussion","Offseason",2020,"Turf",0,0,0,0,0,1,0,0
"concussion","2018-11-07","Browns",""," E.J. Gaines","placed on IR with concussion","10",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-09-02","Colts",""," Chris Cooper (b. 1994-03-17)","placed on IR with concussion","Offseason",2018,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-08-15","Lions",""," Mike James (b)","placed on IR with concussion","Offseason",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-12-23","49ers",""," Torrey Smith","placed on IR with concussion","16",2016,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-09-03","Chiefs",""," Donald Hawkins","placed on IR with concussion","Offseason",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-12-28","Jaguars",""," Josh Wells","placed on IR with concussion","17",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-11-22","Washington",""," Vernon Davis","placed on IR with concussion","12",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-12-23","Raiders",""," Clive Walford","placed on IR with concussion","16",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-09-16","Ravens",""," Sheldon Price","placed on IR with concussion","2",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2021-12-29","Bears",""," Xavier Crawford","placed on IR with concussion","17",2021,"Grass",0,0,0,0,0,1,0,0
"concussion","2016-08-30","Giants",""," Byron Stingily","placed on IR with concussion","Offseason",2016,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-12-17","Washington",""," Trey Quinn","placed on IR with concussion","16",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-10-16","Giants",""," Ray-Ray Armstrong / Ray Ray Armstrong","placed on IR with concussion","7",2018,"Turf",0,0,0,0,0,1,0,0
"concussion","2015-09-02","Chargers",""," Chris Davis (b)","placed on IR with concussion","Offseason",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-09-12","Texans",""," C.J. Fiedorowicz","placed on IR with concussion","2",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-09-02","Texans",""," Kahale Warring","placed on IR with concussion","Offseason",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-12-21","Patriots",""," Eric Martin (b. 1991-07-21)","placed on IR with concussion","15",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-12-30","Giants",""," Tavarres King","placed on IR with concussion","17",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2021-12-21","Jaguars",""," Carlos Hyde","placed on IR with concussion","15",2021,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-10-01","Jets",""," Josh Martin","placed on IR with concussion","4",2018,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-08-29","Ravens",""," Kyle Arrington","placed on IR with concussion","Offseason",2016,"Turf",0,0,0,0,0,1,0,0
"concussion","2018-09-12","49ers",""," Brock Coyle","placed on IR with concussion","2",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-09-01","Colts",""," Marcus Johnson (b. 1994-08-05)","placed on IR with concussion","Offseason",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-08-30","Jets",""," Brandon Bryant","placed on IR with concussion","Offseason",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2018-09-01","Bears",""," Marlon Brown (b)","placed on IR with concussion","Offseason",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2021-09-24","Colts",""," Jordan Glasgow","placed on IR with concussion","3",2021,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-11-25","Panthers",""," Michael Oher","placed on IR with concussion","12",2016,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-09-03","Chargers",""," Isaiah Burse","placed on IR with concussion","Offseason",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-12-29","Lions",""," Travis Swanson","placed on IR with concussion","17",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-09-04","Raiders",""," James Cowser","placed on IR with concussion","Offseason",2016,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-09-01","Browns",""," Joe Kerridge","placed on IR with concussion","Offseason",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-09-02","Browns",""," Luke Lundy","placed on IR with concussion","Offseason",2015,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-09-03","Jaguars",""," Jarrod Harper","placed on IR with concussion","Offseason",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-11-04","Giants",""," Weston Richburg","placed on IR with concussion","9",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2018-09-03","Buccaneers",""," Mitch Unrein","placed on IR with concussion","Offseason",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-11-17","Bears",""," Dion Sims","placed on IR with concussion","11",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-10-12","Jaguars",""," John Lotulelei","placed on IR with concussion","5",2015,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-09-01","Browns",""," Kyle Kalis","placed on IR with concussion","Offseason",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2021-09-01","Bears",""," Tre Roberson","placed on IR with concussion","Offseason",2021,"Grass",0,0,0,0,0,1,0,0
"concussion","2021-09-23","Lions",""," Tyrell Williams","placed on IR with concussion","3",2021,"Turf",0,0,0,0,0,1,0,0
"concussion","2021-12-02","Washington",""," Benjamin St-Juste","placed on IR with concussion","13",2021,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-09-03","Titans",""," Ryan DiSalvo","placed on IR with concussion","Offseason",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-12-22","Raiders",""," Jon Feliciano","placed on IR with concussion","16",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-09-01","Bills",""," Austin Willis","placed on IR with concussion","Offseason",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2015-09-30","Texans",""," Carlos Thompson","placed on IR with concussion","4",2015,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-08-31","Browns",""," Phillip Gaines","placed on IR with concussion","Offseason",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-12-23","Texans",""," Tom Savage","placed on IR with concussion","16",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2020-11-09","Texans",""," Kyle Emanuel","placed on IR with concussion","9",2020,"Grass",0,0,0,0,0,1,0,0
"concussion","2016-08-06","Broncos",""," Sam Brenner","placed on IR with concussion","Offseason",2016,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-12-05","Texans",""," C.J. Fiedorowicz","placed on IR with concussion","14",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-09-01","Colts",""," Shakial Taylor","placed on IR with concussion","Offseason",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-09-03","Falcons",""," DeMarcus Van Dyke","placed on IR with concussion","Offseason",2016,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-08-10","Jaguars",""," Marcus Simms","placed on IR with concussion","Offseason",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2021-10-26","Cowboys",""," Maurice Canady","placed on IR with concussion","8",2021,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-11-10","Texans",""," Ryan Griffin (Francis)","placed on IR with concussion","10",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-09-08","Chiefs",""," Josh Martin","placed on IR with concussion","Offseason",2015,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-10-12","Washington",""," Jordan Reed","placed on IR with concussion","6",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2021-12-11","49ers",""," Trenton Cannon","placed on IR with concussion","14",2021,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-09-11","Texans",""," Kevin Johnson (b. 1992-08-05)","placed on IR with concussion","2",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2016-12-28","Broncos",""," Kayvon Webster","placed on IR with concussion","17",2016,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-12-06","Panthers",""," Brendan Mahon","placed on IR with concussion","14",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2020-10-16","Lions",""," Hunter Bryant","placed on IR with concussion","5",2020,"Turf",0,0,0,0,0,1,0,0
"concussion","2021-10-22","Cardinals",""," Kylie Fitts","placed on IR with concussion","7",2021,"Grass",0,0,0,0,0,1,0,0
"concussion","2021-08-07","Browns",""," Tre Harbison","placed on IR with concussion","Offseason",2021,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-12-23","Bears",""," Chris Prosinski","placed on IR with concussion","16",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2016-09-21","Saints",""," P.J. Williams","placed on IR with concussion","3",2016,"Turf",0,0,0,0,0,1,0,0
"concussion","2015-11-14","Lions",""," Rashean Mathis","placed on IR with concussion","10",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-09-02","Panthers",""," Chris Scott (b)","placed on IR with concussion","Offseason",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-11-02","Jets",""," Chris Owusu","placed on IR with concussion","8",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-12-14","Bears",""," Ben Braunecker","placed on IR with concussion","15",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-09-22","Washington",""," Martrell Spaight","placed on IR with concussion","3",2015,"Grass",0,0,0,0,0,1,0,0
"concussion","2020-12-23","Texans",""," Tytus Howard","placed on IR with concussion","16",2020,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-10-14","Bengals",""," Kerry Wynn","placed on IR with concussion","6",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2015-10-14","Colts",""," Tyler Varga","placed on IR with concussion","6",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-08-07","Eagles",""," Casey Tucker","placed on IR with concussion","Offseason",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2016-11-05","Dolphins",""," Jordan Cameron","placed on IR with concussion","9",2016,"Grass",0,0,0,0,0,1,0,0
"concussion","2020-11-14","Texans",""," David Johnson (Jerome)","placed on IR with concussion","10",2020,"Grass",0,0,0,0,0,1,0,0
"concussion","2019-12-27","Giants",""," Rhett Ellison","placed on IR with concussion","17",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-08-31","Giants",""," George Asafo-Adjei","placed on IR with concussion","Offseason",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-12-28","Giants",""," Scott Simonson","placed on IR with concussion","17",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-08-17","49ers",""," Donavin Newsom","placed on IR with concussion","Offseason",2017,"Grass",0,0,0,0,0,1,0,0
"concussion","2016-09-03","Bills",""," James Wilder Jr.","placed on IR with concussion","Offseason",2016,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-12-24","Steelers",""," Shamarko Thomas","placed on IR with concussion","16",2016,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-11-02","Buccaneers",""," Reid Fragel","placed on IR with concussion","8",2015,"Grass",0,0,0,0,0,1,0,0
"concussion","2016-10-18","Packers",""," Sam Shields","placed on IR with concussion","7",2016,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-09-21","Panthers",""," Da'Norris Searcy","placed on IR with concussion","3",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2020-11-11","Cardinals",""," Kevin Peterson (Lamont)","placed on IR with concussion","10",2020,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-12-22","Colts",""," Brandon Williams (Darnell)","placed on IR with concussion","16",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-09-05","Bills",""," Taylor Yates / T.J. Yates","placed on IR with concussion","Offseason",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2021-12-25","Chargers",""," Donald Parham Jr.","placed on IR with concussion","16",2021,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-09-01","Raiders",""," Eddie Vanderdoes","placed on IR with concussion","Offseason",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2016-12-14","Chargers",""," Brandon Flowers","placed on IR with concussion","15",2016,"Turf",0,0,0,0,0,1,0,0
"concussion","2020-11-28","Patriots",""," Carl Davis","placed on IR with concussion","12",2020,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-09-04","Cowboys",""," Rico Gathers","placed on IR with concussion","Offseason",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2017-12-02","Saints",""," Coby Fleener","placed on IR with concussion","13",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-12-02","Vikings",""," Ben Gedeon","placed on IR with concussion","13",2019,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-10-05","Washington",""," David Bruton Jr.","placed on IR with concussion","5",2016,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-12-26","Lions",""," Don Barclay","placed on IR with concussion","17",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2021-01-02","Broncos",""," K.J. Hamler","placed on IR with concussion","17",2020,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-12-28","Washington",""," Maurice Harris","placed on IR with concussion","17",2018,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-12-19","Jets",""," Jeremiah Attaochu","placed on IR with concussion","16",2018,"Turf",0,0,0,0,0,1,0,0
"concussion","2015-12-14","Browns",""," Joe Haden","placed on IR with concussion","14",2015,"Grass",0,0,0,0,0,1,0,0
"concussion","2017-09-03","Vikings",""," Taylor Heinicke","placed on IR with concussion","Offseason",2017,"Turf",0,0,0,0,0,1,0,0
"concussion","2019-08-10","Texans",""," Ira Savage-Lewis / Ira Lewis","placed on IR with concussion","Offseason",2019,"Grass",0,0,0,0,0,1,0,0
"concussion","2021-10-07","Seahawks",""," D'Wayne Eskridge / Dee Eskridge","placed on IR with concussion","5",2021,"Turf",0,0,0,0,0,1,0,0
"concussion","2020-12-12","Raiders",""," Jeff Heath","placed on IR with concussion","14",2020,"Grass",0,0,0,0,0,1,0,0
"concussion","2018-11-10","Jets",""," Neal Sterling","placed on IR with concussion","10",2018,"Turf",0,0,0,0,0,1,0,0
"concussion","2015-09-05","Ravens",""," Zach Thompson","placed on IR with concussion","Offseason",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2021-01-02","Texans",""," Brent Qvale","placed on IR with concussion","17",2020,"Grass",0,0,0,0,0,1,0,0
"concussion","2021-11-20","Texans",""," Hardy Nickerson Jr. (William Lindsay)","placed on IR with concussion","11",2021,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-09-01","Bears",""," John Chiles","placed on IR with concussion","Offseason",2015,"Grass",0,0,0,0,0,1,0,0
"concussion","2015-12-31","Rams",""," Nick Fairley","placed on IR with concussion","17",2015,"Turf",0,0,0,0,0,1,0,0
"concussion","2016-12-15","Rams",""," Robert Quinn","placed on IR with concussion","15",2016,"Turf",0,0,0,0,0,1,0,0
"concussion / hamstring ","2016-09-04","Buccaneers",""," Kenny Bell","placed on IR with concussion / hamstring injury (S)","Offseason",2016,"Grass",0,0,0,0,0,1,1,0
"concussion / neck ","2021-12-21","Washington",""," J.D. McKissic","placed on IR with concussion / neck injury","15",2021,"Grass",0,0,0,0,0,1,0,1
"concussion / neck ","2020-12-23","Jets",""," Quinnen Williams","placed on IR with concussion / neck injury","16",2020,"Turf",0,0,0,0,0,1,0,1
"concussion / neck ","2015-12-29","Bills",""," Ron Brooks (a)","placed on IR with concussion / neck injury (CBS S)","17",2015,"Turf",0,0,0,0,0,1,0,1
"concussion, facial fracture","2019-09-02","Raiders",""," Isaiah Johnson (b. 1995-12-20)","placed on IR with concussion, facial fracture","Offseason",2019,"Grass",0,0,0,0,0,1,0,0
"concussion, neck ","2015-12-19","Vikings",""," Scott Crichton","placed on IR with concussion, neck injury","15",2015,"Turf",0,0,0,0,0,1,0,1
"concussion, thigh ","2021-09-25","Lions",""," Kevin Strong","placed on IR with concussion, thigh injury","3",2021,"Turf",0,0,0,0,0,1,1,0
"core ","2021-12-11","Packers",""," Randall Cobb","placed on IR with core injury","14",2021,"Grass",0,0,0,0,0,0,0,0
"core muscle ","2021-09-07","Chargers",""," Ryan Smith (b. 1993-09-07)","placed on IR with core muscle injury / placed on reserve/COVID-19 list","Offseason",2021,"Turf",0,0,0,0,0,0,0,0
"core muscle ","2020-10-03","Packers",""," Allen Lazard","placed on IR with core muscle injury","4",2020,"Grass",0,0,0,0,0,0,0,0
"core muscle ","2021-12-07","Jets",""," Corey Davis (Damon)","placed on IR with core muscle injury (surgery)","14",2021,"Turf",0,0,0,0,0,0,0,0
"core muscle ","2018-10-09","Jaguars",""," Austin Seferian-Jenkins","placed on IR with core muscle injury","6",2018,"Grass",0,0,0,0,0,0,0,0
"core muscle ","2017-09-08","Jaguars",""," Dede Westbrook","placed on IR with core muscle injury","1",2017,"Grass",0,0,0,0,0,0,0,0
"core muscle ","2020-09-08","Jaguars",""," Quincy Williams","placed on IR with core muscle injury","Offseason",2020,"Grass",0,0,0,0,0,0,0,0
"core muscle ","2020-11-18","Seahawks",""," Neiko Thorpe","placed on IR with core muscle injury","11",2020,"Turf",0,0,0,0,0,0,0,0
"core muscle ","2021-08-31","Giants",""," Aaron Robinson","placed on reserve/physically unable to perform list with core muscle injury","Offseason",2021,"Turf",0,0,0,0,0,0,0,0
"core muscle ","2020-11-26","Jaguars",""," Chris Claybrooks","placed on IR with core muscle injury","12",2020,"Grass",0,0,0,0,0,0,0,0
"core muscle ","2019-12-31","Seahawks",""," Ethan Pocic","placed on IR with core muscle injury","WildCard",2019,"Turf",0,0,0,0,0,0,0,0
"core muscle ","2021-09-06","Saints",""," Wil Lutz","placed on IR with core muscle injury","Offseason",2021,"Turf",0,0,0,0,0,0,0,0
"core muscle ","2020-11-07","Cowboys",""," Chris Jones (b. 1989-07-21)","placed on IR with core muscle injury","9",2020,"Turf",0,0,0,0,0,0,0,0
"core muscle ","2019-10-25","Jaguars",""," Marcell Dareus","placed on IR with core muscle injury","8",2019,"Grass",0,0,0,0,0,0,0,0
"core muscle ","2020-09-07","Jets",""," Vyncint Smith","placed on IR with core muscle injury (surgery)","Offseason",2020,"Turf",0,0,0,0,0,0,0,0
"core muscle / groin ","2020-12-16","Lions",""," Jeff Okudah","placed on IR with core muscle / groin injury","15",2020,"Turf",0,0,0,0,0,0,0,0
"core muscle injury / groin ","2018-11-06","Packers",""," Geronimo Allison","placed on IR with core muscle injury / groin injury","10",2018,"Grass",0,0,0,0,0,0,0,0
